date,card_id,name,supertype,decks,wins,copies,day_decks
2026-08-03,709,Bayleef,Pokémon,204,112,408,9434
2026-08-03,710,Meganium,Pokémon,204,112,408,9434
2026-08-03,1145,Mega Signal,Trainer,113,56,277,9434
2026-08-03,42,Applin,Pokémon,16,6,32,9434
2026-08-03,655,Celebi,Pokémon,16,6,48,9434
2026-08-03,1126,Precious Trolley,Trainer,17,6,17,9434
2026-08-03,73,Rellor,Pokémon,65,33,65,9434
2026-08-03,74,Rabsca,Pokémon,65,33,65,9434
2026-08-03,1092,Secret Box,Trainer,65,33,65,9434
2026-08-03,1191,Kieran,Trainer,66,34,131,9434
2026-08-03,1211,Black Belt’s Training,Trainer,66,34,66,9434
2026-08-03,689,Yveltal,Pokémon,37,18,37,9434
2026-08-03,463,Team Rocket's Murkrow,Pokémon,32,11,64,9434
2026-08-03,432,Team Rocket's Wobbuffet,Pokémon,32,11,32,9434
2026-08-03,1112,Super Potion,Trainer,63,35,63,9434
2026-08-03,666,Cinderace,Pokémon,54,23,134,9434
2026-08-03,1030,Staryu,Pokémon,52,24,157,9434
2026-08-03,1031,Mega Starmie ex,Pokémon,52,24,156,9434
2026-08-03,1189,Salvatore,Trainer,53,25,56,9434
2026-08-03,1224,Cheren,Trainer,51,24,62,9434
2026-08-03,1262,Surfing Beach,Trainer,51,24,204,9434
2026-08-03,869,Stunfisk,Pokémon,59,38,59,9434
2026-08-03,1177,Sacred Charm,Trainer,7,2,7,9434
2026-08-03,917,Chikorita,Pokémon,69,37,138,9434
2026-08-03,150,Hydrapple ex,Pokémon,69,37,138,9434
2026-08-03,920,Tapu Bulu,Pokémon,122,68,191,9434
2026-08-03,1252,Gravity Mountain,Trainer,66,29,68,9434
2026-08-03,247,Swirlix,Pokémon,8,2,32,9434
2026-08-03,164,Comfey,Pokémon,1,0,4,9434
2026-08-03,817,Bramblin,Pokémon,1,0,2,9434
2026-08-03,818,Brambleghast,Pokémon,1,0,2,9434
2026-08-03,1247,Neutralization Zone,Trainer,7,1,7,9434
2026-08-03,1228,Acerola's Mischief,Trainer,1,0,3,9434
2026-08-03,1102,Dusk Ball,Trainer,53,22,210,9434
2026-08-03,1192,Carmine,Trainer,54,22,198,9434
2026-08-03,131,Duskull,Pokémon,3,0,6,9434
2026-08-03,132,Dusclops,Pokémon,3,0,4,9434
2026-08-03,133,Dusknoir,Pokémon,3,0,4,9434
2026-08-03,1240,Rosa's Encouragement,Trainer,6,2,6,9434
2026-08-03,8,Basic {M} Energy,Energy,14,4,171,9434
2026-08-03,57,Relicanth,Pokémon,5,2,5,9434
2026-08-03,169,Duraludon,Pokémon,13,4,52,9434
2026-08-03,190,Archaludon ex,Pokémon,13,4,52,9434
2026-08-03,1185,Explorer’s Guidance,Trainer,13,4,52,9434
2026-08-03,1244,Full Metal Lab,Trainer,14,4,55,9434
2026-08-03,402,Smoliv,Pokémon,75,44,150,9434
2026-08-03,403,Dolliv,Pokémon,75,44,150,9434
2026-08-03,404,Arboliva ex,Pokémon,75,44,150,9434
2026-08-03,804,Piplup,Pokémon,1,0,3,9434
2026-08-03,835,Empoleon ex,Pokémon,1,0,3,9434
2026-08-03,85,Beldum,Pokémon,1,0,2,9434
2026-08-03,86,Metang,Pokémon,1,0,2,9434
2026-08-03,547,Genesect ex,Pokémon,1,0,2,9434
2026-08-03,696,Dialga,Pokémon,1,0,1,9434
2026-08-03,12,Legacy Energy,Energy,2,0,2,9434
2026-08-03,1249,Grand Tree,Trainer,9,3,9,9434
2026-08-03,265,Iono’s Voltorb,Pokémon,1,0,3,9434
2026-08-03,268,Iono’s Tadbulb,Pokémon,1,0,3,9434
2026-08-03,269,Iono’s Bellibolt ex,Pokémon,1,0,3,9434
2026-08-03,270,Iono’s Wattrel,Pokémon,1,0,3,9434
2026-08-03,271,Iono’s Kilowattrel,Pokémon,1,0,3,9434
2026-08-03,1110,Max Rod,Trainer,1,0,1,9434
2026-08-03,1233,Canari,Trainer,1,0,4,9434
2026-08-03,1254,Levincia,Trainer,1,0,3,9434
2026-08-03,1167,Deluxe Bomb,Trainer,1,0,1,9434
2026-08-03,17,Ignition Energy,Energy,1,0,4,9434
2026-08-03,1176,Punk Helmet,Trainer,1,0,2,9434
2026-08-03,149,Applin,Pokémon,1,1,4,9434
2026-08-03,100,Goldeen,Pokémon,1,1,2,9434
2026-08-03,240,Seaking,Pokémon,1,1,1,9434
2026-08-03,1206,Larry’s Skill,Trainer,14,5,14,9434
2026-08-03,827,Carvanha,Pokémon,2,1,8,9434
2026-08-03,828,Mega Sharpedo ex,Pokémon,2,1,8,9434
2026-08-03,833,Toxel,Pokémon,2,1,4,9434
2026-08-03,834,Toxtricity,Pokémon,2,1,4,9434
2026-08-03,829,Seviper,Pokémon,2,1,2,9434
2026-08-03,1158,Maximum Belt,Trainer,2,1,2,9434
2026-08-03,1154,Team Rocket’s Hypnotizer,Trainer,1,0,1,9434
2026-08-03,352,Ethan's Cyndaquil,Pokémon,1,1,4,9434
2026-08-03,353,Ethan's Quilava,Pokémon,1,1,4,9434
2026-08-03,354,Ethan's Typhlosion,Pokémon,1,1,4,9434
2026-08-03,1215,Ethan's Adventure,Trainer,1,1,4,9434
2026-08-03,142,Genesect,Pokémon,5,3,5,9434
2026-08-02,7,Basic {D} Energy,Energy,4519,2123,41899,9160
2026-08-02,104,Froslass,Pokémon,4056,1873,8084,9160
2026-08-02,112,Munkidori,Pokémon,4523,2124,17220,9160
2026-08-02,646,Marnie's Impidimp,Pokémon,4072,1880,16238,9160
2026-08-02,647,Marnie's Morgrem,Pokémon,4072,1880,11975,9160
2026-08-02,648,Marnie's Grimmsnarl ex,Pokémon,4072,1880,12237,9160
2026-08-02,860,Snorunt,Pokémon,4452,2127,8926,9160
2026-08-02,1079,Rare Candy,Trainer,4740,2209,14252,9160
2026-08-02,1080,Unfair Stamp,Trainer,5190,2449,5190,9160
2026-08-02,1086,Buddy-Buddy Poffin,Trainer,7740,3817,29871,9160
2026-08-02,1097,Night Stretcher,Trainer,6372,3083,16676,9160
2026-08-02,1122,Pokégear 3.0,Trainer,6674,3302,13477,9160
2026-08-02,1137,Tool Scrapper,Trainer,4741,2258,4741,9160
2026-08-02,1152,Poké Pad,Trainer,7589,3764,29557,9160
2026-08-02,1182,Boss’s Orders,Trainer,8505,4258,19771,9160
2026-08-02,1219,Team Rocket's Petrel,Trainer,4421,2067,17500,9160
2026-08-02,1227,Lillie's Determination,Trainer,8357,4189,33318,9160
2026-08-02,1231,Dawn,Trainer,5487,2582,7821,9160
2026-08-02,1259,Spikemuth Gym,Trainer,4072,1880,16288,9160
2026-08-02,1,Basic {G} Energy,Energy,2419,1206,23859,9160
2026-08-02,11,Mist Energy,Energy,1721,961,6884,9160
2026-08-02,14,Spiky Energy,Energy,1090,579,3859,9160
2026-08-02,18,Grow Grass Energy,Energy,1513,771,4279,9160
2026-08-02,344,Dwebble,Pokémon,642,326,2472,9160
2026-08-02,345,Crustle,Pokémon,642,326,2177,9160
2026-08-02,756,Mega Kangaskhan ex,Pokémon,956,503,2764,9160
2026-08-02,1087,Hand Trimmer,Trainer,861,492,1686,9160
2026-08-02,1123,Switch,Trainer,1029,567,2135,9160
2026-08-02,1147,Jumbo Ice Cream,Trainer,1516,774,4508,9160
2026-08-02,1159,Hero’s Cape,Trainer,1830,960,1830,9160
2026-08-02,1197,Xerosic’s Machinations,Trainer,2644,1335,5072,9160
2026-08-02,1225,Hilda,Trainer,2858,1528,9494,9160
2026-08-02,1264,Battle Cage,Trainer,1377,749,3442,9160
2026-08-02,848,Buneary,Pokémon,1104,644,3385,9160
2026-08-02,849,Mega Lopunny ex,Pokémon,1104,644,2916,9160
2026-08-02,174,Fan Rotom,Pokémon,1100,643,1100,9160
2026-08-02,305,Dunsparce,Pokémon,1663,915,6104,9160
2026-08-02,66,Dudunsparce,Pokémon,1838,1012,5224,9160
2026-08-02,1229,Wally's Compassion,Trainer,1385,807,5261,9160
2026-08-02,1121,Ultra Ball,Trainer,2370,1352,8260,9160
2026-08-02,1174,Air Balloon,Trainer,1238,714,3994,9160
2026-08-02,13,Enriching Energy,Energy,1809,976,1809,9160
2026-08-02,96,Teal Mask Ogerpon ex,Pokémon,1156,583,4536,9160
2026-08-02,1127,Tera Orb,Trainer,872,446,2153,9160
2026-08-02,1094,Bug Catching Set,Trainer,1719,842,6641,9160
2026-08-02,1118,Energy Retrieval,Trainer,1013,506,1678,9160
2026-08-02,1119,Energy Search,Trainer,887,454,3102,9160
2026-08-02,1213,Judge,Trainer,1598,859,4683,9160
2026-08-02,1201,Briar,Trainer,870,445,870,9160
2026-08-02,1221,N's Plan,Trainer,871,445,873,9160
2026-08-02,1223,Harlequin,Trainer,870,445,1535,9160
2026-08-02,1251,Lively Stadium,Trainer,870,445,1740,9160
2026-08-02,3,Basic {W} Energy,Energy,499,314,1379,9160
2026-08-02,861,Mega Froslass ex,Pokémon,396,254,792,9160
2026-08-02,1161,Handheld Fan,Trainer,390,184,779,9160
2026-08-02,5,Basic {P} Energy,Energy,1216,647,3299,9160
2026-08-02,19,Telepath Psychic Energy,Energy,914,472,3421,9160
2026-08-02,140,Fezandipiti ex,Pokémon,1582,827,1582,9160
2026-08-02,343,Shaymin,Pokémon,810,394,810,9160
2026-08-02,741,Abra,Pokémon,573,276,2292,9160
2026-08-02,742,Kadabra,Pokémon,573,276,2292,9160
2026-08-02,743,Alakazam,Pokémon,573,276,2231,9160
2026-08-02,1081,Enhanced Hammer,Trainer,574,276,2243,9160
2026-08-02,1129,Sacred Ash,Trainer,954,468,954,9160
2026-08-02,1184,Lana’s Aid,Trainer,714,346,717,9160
2026-08-02,1266,Nighttime Mine,Trainer,498,236,1003,9160
2026-08-02,1120,Crushing Hammer,Trainer,637,331,2496,9160
2026-08-02,20,Rock Fighting Energy,Energy,582,304,1755,9160
2026-08-02,117,Cornerstone Mask Ogerpon ex,Pokémon,319,164,354,9160
2026-08-02,1187,Morty’s Conviction,Trainer,21,9,43,9160
2026-08-02,1212,Cook,Trainer,48,23,48,9160
2026-08-02,6,Basic {F} Energy,Energy,528,310,3427,9160
2026-08-02,341,Cynthia's Roselia,Pokémon,282,146,1128,9160
2026-08-02,342,Cynthia's Roserade,Pokémon,282,146,848,9160
2026-08-02,379,Cynthia's Gible,Pokémon,282,146,1128,9160
2026-08-02,380,Cynthia's Gabite,Pokémon,282,146,1128,9160
2026-08-02,381,Cynthia's Garchomp ex,Pokémon,282,146,846,9160
2026-08-02,387,Cynthia's Spiritomb,Pokémon,282,146,562,9160
2026-08-02,1142,Fighting Gong,Trainer,425,250,1698,9160
2026-08-02,1173,Cynthia's Power Weight,Trainer,282,146,846,9160
2026-08-02,1203,Surfer,Trainer,271,143,271,9160
2026-08-02,1261,Forest of Vitality,Trainer,477,228,1347,9160
2026-08-02,1194,Colress’s Tenacity,Trainer,540,283,947,9160
2026-08-02,1257,Team Rocket's Factory,Trainer,372,193,532,9160
2026-08-02,650,Bulbasaur,Pokémon,143,61,286,9160
2026-08-02,651,Ivysaur,Pokémon,143,61,286,9160
2026-08-02,652,Mega Venusaur ex,Pokémon,143,61,286,9160
2026-08-02,708,Chikorita,Pokémon,143,61,429,9160
2026-08-02,709,Bayleef,Pokémon,197,83,394,9160
2026-08-02,710,Meganium,Pokémon,197,83,394,9160
2026-08-02,1145,Mega Signal,Trainer,143,61,286,9160
2026-08-02,89,Grookey,Pokémon,471,241,1884,9160
2026-08-02,90,Thwackey,Pokémon,471,241,1829,9160
2026-08-02,92,Applin,Pokémon,453,225,1628,9160
2026-08-02,93,Dipplin,Pokémon,525,263,1992,9160
2026-08-02,1175,Brave Bangle,Trainer,579,286,1413,9160
2026-08-02,1245,Festival Grounds,Trainer,471,241,1884,9160
2026-08-02,184,Latias ex,Pokémon,431,253,623,9160
2026-08-02,272,Lillie’s Clefairy ex,Pokémon,413,235,649,9160
2026-08-02,15,Team Rocket's Energy,Energy,180,73,720,9160
2026-08-02,400,Team Rocket's Tarountula,Pokémon,180,73,720,9160
2026-08-02,401,Team Rocket's Spidops,Pokémon,180,73,720,9160
2026-08-02,414,Team Rocket's Articuno,Pokémon,208,84,407,9160
2026-08-02,431,Team Rocket's Mewtwo ex,Pokémon,180,73,365,9160
2026-08-02,434,Team Rocket's Mimikyu,Pokémon,166,66,452,9160
2026-08-02,1134,Team Rocket's Transceiver,Trainer,182,75,724,9160
2026-08-02,1216,Team Rocket's Ariana,Trainer,180,73,720,9160
2026-08-02,1218,Team Rocket's Giovanni,Trainer,180,73,498,9160
2026-08-02,1220,Team Rocket's Proton,Trainer,180,73,600,9160
2026-08-02,2,Basic {R} Energy,Energy,439,242,1587,9160
2026-08-02,119,Dreepy,Pokémon,432,238,1728,9160
2026-08-02,120,Drakloak,Pokémon,432,238,1728,9160
2026-08-02,121,Dragapult ex,Pokémon,432,238,1209,9160
2026-08-02,235,Budew,Pokémon,482,261,658,9160
2026-08-02,1071,Meowth ex,Pokémon,676,382,960,9160
2026-08-02,1198,Crispin,Trainer,538,301,1631,9160
2026-08-02,1246,Jamming Tower,Trainer,178,94,356,9160
2026-08-02,917,Chikorita,Pokémon,54,22,108,9160
2026-08-02,150,Hydrapple ex,Pokémon,54,22,108,9160
2026-08-02,920,Tapu Bulu,Pokémon,56,24,110,9160
2026-08-02,1217,Team Rocket's Archer,Trainer,62,24,62,9160
2026-08-02,16,Prism Energy,Energy,22,8,82,9160
2026-08-02,1210,Brock’s Scouting,Trainer,55,24,132,9160
2026-08-02,1236,Urbain,Trainer,15,5,56,9160
2026-08-02,65,Dunsparce,Pokémon,178,100,270,9160
2026-08-02,1146,Wondrous Patch,Trainer,108,70,310,9160
2026-08-02,8,Basic {M} Energy,Energy,3,2,16,9160
2026-08-02,57,Relicanth,Pokémon,1,0,1,9160
2026-08-02,169,Duraludon,Pokémon,1,0,4,9160
2026-08-02,190,Archaludon ex,Pokémon,1,0,4,9160
2026-08-02,666,Cinderace,Pokémon,1,0,4,9160
2026-08-02,1185,Explorer’s Guidance,Trainer,1,0,4,9160
2026-08-02,1244,Full Metal Lab,Trainer,1,0,4,9160
2026-08-02,689,Yveltal,Pokémon,50,23,50,9160
2026-08-02,42,Applin,Pokémon,110,55,196,9160
2026-08-02,73,Rellor,Pokémon,87,48,87,9160
2026-08-02,74,Rabsca,Pokémon,87,48,87,9160
2026-08-02,100,Goldeen,Pokémon,56,29,112,9160
2026-08-02,149,Applin,Pokémon,56,29,168,9160
2026-08-02,240,Seaking,Pokémon,56,29,56,9160
2026-08-02,1092,Secret Box,Trainer,87,48,87,9160
2026-08-02,1191,Kieran,Trainer,87,48,118,9160
2026-08-02,1202,Drayton,Trainer,1,0,1,9160
2026-08-02,1211,Black Belt’s Training,Trainer,87,48,87,9160
2026-08-02,63,Raging Bolt ex,Pokémon,88,55,176,9160
2026-08-02,108,Wellspring Mask Ogerpon ex,Pokémon,88,55,88,9160
2026-08-02,978,Passimian,Pokémon,88,55,88,9160
2026-08-02,1205,Cyrano,Trainer,88,55,176,9160
2026-08-02,1116,Energy Switch,Trainer,89,55,356,9160
2026-08-02,1098,Glass Trumpet,Trainer,88,55,176,9160
2026-08-02,1088,Prime Catcher,Trainer,189,122,189,9160
2026-08-02,1250,Area Zero Underdepths,Trainer,176,105,442,9160
2026-08-02,4,Basic {L} Energy,Energy,90,57,184,9160
2026-08-02,463,Team Rocket's Murkrow,Pokémon,14,7,28,9160
2026-08-02,432,Team Rocket's Wobbuffet,Pokémon,14,7,14,9160
2026-08-02,675,Lunatone,Pokémon,142,103,286,9160
2026-08-02,676,Solrock,Pokémon,142,103,423,9160
2026-08-02,677,Riolu,Pokémon,142,103,432,9160
2026-08-02,678,Mega Lucario ex,Pokémon,142,103,568,9160
2026-08-02,1102,Dusk Ball,Trainer,14,4,32,9160
2026-08-02,1141,Premium Power Pro,Trainer,145,104,572,9160
2026-08-02,1192,Carmine,Trainer,6,1,17,9160
2026-08-02,1252,Gravity Mountain,Trainer,3,1,3,9160
2026-08-02,306,Dudunsparce ex,Pokémon,66,40,66,9160
2026-08-02,1260,Risky Ruins,Trainer,165,93,330,9160
2026-08-02,31,Chi-Yu,Pokémon,88,51,90,9160
2026-08-02,45,Shaymin,Pokémon,87,50,87,9160
2026-08-02,324,Torchic,Pokémon,87,50,174,9160
2026-08-02,325,Combusken,Pokémon,87,50,87,9160
2026-08-02,326,Blaziken ex,Pokémon,87,50,174,9160
2026-08-02,1256,Team Rocket's Watchtower,Trainer,94,54,99,9160
2026-08-02,247,Swirlix,Pokémon,9,4,36,9160
2026-08-02,91,Rillaboom,Pokémon,55,29,55,9160
2026-08-02,131,Duskull,Pokémon,4,3,8,9160
2026-08-02,132,Dusclops,Pokémon,4,3,8,9160
2026-08-02,133,Dusknoir,Pokémon,4,3,4,9160
2026-08-02,791,Moltres,Pokémon,4,3,4,9160
2026-08-02,1247,Neutralization Zone,Trainer,6,3,6,9160
2026-08-02,1267,Lumiose City,Trainer,32,10,32,9160
2026-08-02,745,Ralts,Pokémon,4,1,16,9160
2026-08-02,746,Kirlia,Pokémon,4,1,12,9160
2026-08-02,747,Mega Gardevoir ex,Pokémon,4,1,12,9160
2026-08-02,24,Team Rocket's Kangaskhan ex,Pokémon,6,3,6,9160
2026-08-02,1249,Grand Tree,Trainer,6,2,6,9160
2026-08-02,1186,Eri,Trainer,21,11,22,9160
2026-08-02,163,Slowking,Pokémon,101,67,404,9160
2026-08-02,162,Slowpoke,Pokémon,101,67,404,9160
2026-08-02,144,Kyurem,Pokémon,101,67,202,9160
2026-08-02,183,Smoochum,Pokémon,101,67,202,9160
2026-08-02,224,Annihilape,Pokémon,101,67,101,9160
2026-08-02,115,Conkeldurr,Pokémon,101,67,101,9160
2026-08-02,1248,Academy at Night,Trainer,101,67,404,9160
2026-08-02,1188,Ciphermaniac’s Codebreaking,Trainer,103,69,408,9160
2026-08-02,655,Celebi,Pokémon,38,17,114,9160
2026-08-02,1126,Precious Trolley,Trainer,40,19,40,9160
2026-08-02,1112,Super Potion,Trainer,1,0,1,9160
2026-08-02,164,Comfey,Pokémon,1,0,4,9160
2026-08-02,98,Chandelure,Pokémon,1,0,3,9160
2026-08-02,97,Litwick,Pokémon,1,0,3,9160
2026-08-02,494,Lampent,Pokémon,1,0,2,9160
2026-08-02,1166,Gravity Gemstone,Trainer,1,0,2,9160
2026-08-02,352,Ethan's Cyndaquil,Pokémon,6,3,24,9160
2026-08-02,353,Ethan's Quilava,Pokémon,6,3,24,9160
2026-08-02,354,Ethan's Typhlosion,Pokémon,6,3,24,9160
2026-08-02,1215,Ethan's Adventure,Trainer,6,3,24,9160
2026-08-02,1242,Community Center,Trainer,10,7,10,9160
2026-08-02,673,Makuhita,Pokémon,136,102,272,9160
2026-08-02,674,Hariyama,Pokémon,136,102,272,9160
2026-08-02,1177,Sacred Charm,Trainer,5,5,5,9160
2026-08-02,12,Legacy Energy,Energy,1,0,1,9160
2026-08-02,230,Pecharunt,Pokémon,1,0,4,9160
2026-08-02,318,Ho-Oh,Pokémon,1,0,1,9160
2026-08-02,317,Eevee,Pokémon,1,1,4,9160
2026-08-02,330,Sylveon,Pokémon,1,1,3,9160
2026-08-02,1136,Antique Cover Fossil,Trainer,1,1,3,9160
2026-08-02,175,Bouffalant,Pokémon,2,2,4,9160
2026-08-02,233,Bouffalant,Pokémon,2,2,2,9160
2026-08-02,160,Joltik,Pokémon,2,2,4,9160
2026-08-02,126,Galvantula,Pokémon,2,2,2,9160
2026-08-02,210,Pikachu ex,Pokémon,2,2,2,9160
2026-08-02,44,Bloodmoon Ursaluna ex,Pokémon,2,2,2,9160
2026-08-01,1,Basic {G} Energy,Energy,2552,1338,24573,9032
2026-08-01,89,Grookey,Pokémon,380,191,1520,9032
2026-08-01,90,Thwackey,Pokémon,380,191,1520,9032
2026-08-01,92,Applin,Pokémon,340,175,1298,9032
2026-08-01,93,Dipplin,Pokémon,400,204,1560,9032
2026-08-01,140,Fezandipiti ex,Pokémon,1155,609,1155,9032
2026-08-01,1080,Unfair Stamp,Trainer,5400,2528,5400,9032
2026-08-01,1086,Buddy-Buddy Poffin,Trainer,7827,3820,29433,9032
2026-08-01,1094,Bug Catching Set,Trainer,1694,903,6440,9032
2026-08-01,1097,Night Stretcher,Trainer,6502,3104,17178,9032
2026-08-01,1122,Pokégear 3.0,Trainer,6698,3393,13746,9032
2026-08-01,1129,Sacred Ash,Trainer,686,356,686,9032
2026-08-01,1137,Tool Scrapper,Trainer,5068,2471,5068,9032
2026-08-01,1152,Poké Pad,Trainer,7305,3570,28612,9032
2026-08-01,1175,Brave Bangle,Trainer,651,310,1532,9032
2026-08-01,1197,Xerosic’s Machinations,Trainer,2613,1389,4465,9032
2026-08-01,1227,Lillie's Determination,Trainer,8421,4178,33548,9032
2026-08-01,1231,Dawn,Trainer,5407,2584,6975,9032
2026-08-01,1245,Festival Grounds,Trainer,380,191,1520,9032
2026-08-01,305,Dunsparce,Pokémon,1365,790,5126,9032
2026-08-01,66,Dudunsparce,Pokémon,1432,821,4549,9032
2026-08-01,848,Buneary,Pokémon,998,596,3542,9032
2026-08-01,849,Mega Lopunny ex,Pokémon,998,596,2889,9032
2026-08-01,184,Latias ex,Pokémon,429,239,618,9032
2026-08-01,272,Lillie’s Clefairy ex,Pokémon,557,304,797,9032
2026-08-01,174,Fan Rotom,Pokémon,998,596,998,9032
2026-08-01,1229,Wally's Compassion,Trainer,1085,647,4337,9032
2026-08-01,1182,Boss’s Orders,Trainer,8304,4183,19730,9032
2026-08-01,1225,Hilda,Trainer,2428,1312,8070,9032
2026-08-01,1121,Ultra Ball,Trainer,2250,1221,7062,9032
2026-08-01,1087,Hand Trimmer,Trainer,521,281,736,9032
2026-08-01,1174,Air Balloon,Trainer,1165,673,3874,9032
2026-08-01,1264,Battle Cage,Trainer,1161,587,2444,9032
2026-08-01,11,Mist Energy,Energy,1657,923,6628,9032
2026-08-01,19,Telepath Psychic Energy,Energy,622,334,2248,9032
2026-08-01,13,Enriching Energy,Energy,1403,816,1403,9032
2026-08-01,18,Grow Grass Energy,Energy,1589,860,4482,9032
2026-08-01,96,Teal Mask Ogerpon ex,Pokémon,1151,671,4431,9032
2026-08-01,1118,Energy Retrieval,Trainer,950,556,1628,9032
2026-08-01,1119,Energy Search,Trainer,886,513,3128,9032
2026-08-01,1127,Tera Orb,Trainer,878,511,2156,9032
2026-08-01,1147,Jumbo Ice Cream,Trainer,1575,853,4744,9032
2026-08-01,1159,Hero’s Cape,Trainer,1919,1003,1919,9032
2026-08-01,1201,Briar,Trainer,884,513,884,9032
2026-08-01,1213,Judge,Trainer,1164,653,3879,9032
2026-08-01,1221,N's Plan,Trainer,878,511,878,9032
2026-08-01,1223,Harlequin,Trainer,878,511,1556,9032
2026-08-01,1251,Lively Stadium,Trainer,878,511,1756,9032
2026-08-01,7,Basic {D} Energy,Energy,4807,2246,45799,9032
2026-08-01,104,Froslass,Pokémon,4471,2082,8942,9032
2026-08-01,112,Munkidori,Pokémon,4807,2246,18695,9032
2026-08-01,646,Marnie's Impidimp,Pokémon,4502,2097,17901,9032
2026-08-01,647,Marnie's Morgrem,Pokémon,4502,2097,13477,9032
2026-08-01,648,Marnie's Grimmsnarl ex,Pokémon,4502,2097,13506,9032
2026-08-01,860,Snorunt,Pokémon,4576,2148,9259,9032
2026-08-01,1079,Rare Candy,Trainer,4995,2356,14924,9032
2026-08-01,1219,Team Rocket's Petrel,Trainer,5148,2415,19938,9032
2026-08-01,1259,Spikemuth Gym,Trainer,4502,2097,18008,9032
2026-08-01,14,Spiky Energy,Energy,1312,726,4551,9032
2026-08-01,6,Basic {F} Energy,Energy,530,256,2044,9032
2026-08-01,20,Rock Fighting Energy,Energy,769,374,2219,9032
2026-08-01,341,Cynthia's Roselia,Pokémon,306,137,1224,9032
2026-08-01,342,Cynthia's Roserade,Pokémon,306,137,918,9032
2026-08-01,379,Cynthia's Gible,Pokémon,306,137,1224,9032
2026-08-01,380,Cynthia's Gabite,Pokémon,306,137,1224,9032
2026-08-01,381,Cynthia's Garchomp ex,Pokémon,306,137,918,9032
2026-08-01,387,Cynthia's Spiritomb,Pokémon,306,137,612,9032
2026-08-01,1142,Fighting Gong,Trainer,319,142,1276,9032
2026-08-01,1173,Cynthia's Power Weight,Trainer,306,137,918,9032
2026-08-01,1203,Surfer,Trainer,306,137,306,9032
2026-08-01,1261,Forest of Vitality,Trainer,406,198,1012,9032
2026-08-01,2,Basic {R} Energy,Energy,267,134,938,9032
2026-08-01,5,Basic {P} Energy,Energy,830,438,1899,9032
2026-08-01,31,Chi-Yu,Pokémon,127,65,127,9032
2026-08-01,45,Shaymin,Pokémon,127,65,127,9032
2026-08-01,119,Dreepy,Pokémon,267,134,1068,9032
2026-08-01,120,Drakloak,Pokémon,267,134,1068,9032
2026-08-01,121,Dragapult ex,Pokémon,267,134,674,9032
2026-08-01,235,Budew,Pokémon,380,184,451,9032
2026-08-01,324,Torchic,Pokémon,127,65,254,9032
2026-08-01,325,Combusken,Pokémon,127,65,127,9032
2026-08-01,326,Blaziken ex,Pokémon,127,65,254,9032
2026-08-01,1071,Meowth ex,Pokémon,484,258,858,9032
2026-08-01,1198,Crispin,Trainer,478,248,1518,9032
2026-08-01,1250,Area Zero Underdepths,Trainer,300,164,819,9032
2026-08-01,1256,Team Rocket's Watchtower,Trainer,128,65,129,9032
2026-08-01,42,Applin,Pokémon,71,33,220,9032
2026-08-01,343,Shaymin,Pokémon,592,303,592,9032
2026-08-01,655,Celebi,Pokémon,13,5,35,9032
2026-08-01,1102,Dusk Ball,Trainer,12,4,15,9032
2026-08-01,1126,Precious Trolley,Trainer,11,4,11,9032
2026-08-01,1194,Colress’s Tenacity,Trainer,515,276,1003,9032
2026-08-01,1211,Black Belt’s Training,Trainer,71,33,71,9032
2026-08-01,689,Yveltal,Pokémon,107,48,107,9032
2026-08-01,1161,Handheld Fan,Trainer,613,293,1226,9032
2026-08-01,117,Cornerstone Mask Ogerpon ex,Pokémon,500,252,572,9032
2026-08-01,344,Dwebble,Pokémon,697,342,2755,9032
2026-08-01,345,Crustle,Pokémon,697,342,2308,9032
2026-08-01,756,Mega Kangaskhan ex,Pokémon,920,480,2469,9032
2026-08-01,1120,Crushing Hammer,Trainer,361,189,1352,9032
2026-08-01,1123,Switch,Trainer,784,400,1425,9032
2026-08-01,1212,Cook,Trainer,31,12,31,9032
2026-08-01,1257,Team Rocket's Factory,Trainer,655,327,1101,9032
2026-08-01,1156,Lucky Helmet,Trainer,29,15,29,9032
2026-08-01,741,Abra,Pokémon,366,194,1464,9032
2026-08-01,742,Kadabra,Pokémon,366,194,1464,9032
2026-08-01,743,Alakazam,Pokémon,366,194,1464,9032
2026-08-01,1081,Enhanced Hammer,Trainer,366,194,1464,9032
2026-08-01,1184,Lana’s Aid,Trainer,454,239,454,9032
2026-08-01,1266,Nighttime Mine,Trainer,304,160,608,9032
2026-08-01,3,Basic {W} Energy,Energy,316,180,699,9032
2026-08-01,16,Prism Energy,Energy,38,15,152,9032
2026-08-01,414,Team Rocket's Articuno,Pokémon,374,155,748,9032
2026-08-01,1210,Brock’s Scouting,Trainer,38,15,152,9032
2026-08-01,1236,Urbain,Trainer,38,15,138,9032
2026-08-01,63,Raging Bolt ex,Pokémon,173,99,346,9032
2026-08-01,108,Wellspring Mask Ogerpon ex,Pokémon,173,99,173,9032
2026-08-01,978,Passimian,Pokémon,173,99,173,9032
2026-08-01,1205,Cyrano,Trainer,173,99,346,9032
2026-08-01,1116,Energy Switch,Trainer,196,110,715,9032
2026-08-01,1098,Glass Trumpet,Trainer,173,99,346,9032
2026-08-01,1088,Prime Catcher,Trainer,189,108,189,9032
2026-08-01,4,Basic {L} Energy,Energy,173,99,346,9032
