episode_id,agent,player,won,n_steps,archetype
84759195,Bozo Boys,0,1,118,Alakazam
84759195,Yushin Ito,1,0,118,Marnie's Grimmsnarl ex
84759196,kidekikish,0,0,118,Chandelure
84759196,zoroark190,1,1,118,Mega Kangaskhan ex
84759200,ZETADIVISION,0,1,139,Dragapult ex
84759200,Dũng Đỗ,1,0,139,Mega Kangaskhan ex
84759239,koga_poke,0,0,85,Yveltal
84759239,Rmy,1,1,85,Dudunsparce
84759255,Yushin Ito,0,1,32,Marnie's Grimmsnarl ex
84759255,youtube.com/@BigBugginnings,1,0,32,Dragapult ex
84759265,Majkel1337,0,0,166,Bloodmoon Ursaluna
84759265,Rmy,1,1,166,Dudunsparce
84759438,kami,0,1,159,Fezandipiti ex
84759438,カドラバ Kadoraba,1,0,159,Fezandipiti ex
84759532,wally0593,0,0,213,Dudunsparce
84759532,btk15049,1,1,213,Cornerstone Mask Ogerpon ex
84759735,Yushin Ito,0,1,130,Marnie's Grimmsnarl ex
84759735,Rmy,1,0,130,Dudunsparce
84759741,nasuo445,0,0,51,Cynthia's Garchomp ex
84759741,Rmy,1,1,51,Dudunsparce
84759743,koga_poke,0,0,99,Yveltal
84759743,Majkel1337,1,1,99,Dudunsparce
84759750,Rmy,0,1,180,Dudunsparce
84759750,bono,1,0,180,Mega Kangaskhan ex
84759754,kashiwashira,0,0,168,Team Rocket's Mewtwo ex
84759754,zoroark190,1,1,168,Mega Kangaskhan ex
84759773,lmaffei,0,0,186,Mega Lopunny ex
84759773,Rmy,1,1,186,Dudunsparce
84759799,Bozo Boys,0,1,189,Alakazam
84759799,Majkel1337,1,0,189,Bloodmoon Ursaluna
84759805,Yushin Ito,0,0,101,Mega Starmie ex
84759805,nasuo445,1,1,101,Cynthia's Garchomp ex
84760062,wally0593,0,0,127,Dudunsparce
84760062,koga_poke,1,1,127,Yveltal
84760152,Star-mine,0,0,120,Chandelure
84760152,Sota Uchiyama,1,1,120,Marnie's Grimmsnarl ex
84760231,kidekikish,0,0,117,Chandelure
84760231,LiamK,1,1,117,Teal Mask Ogerpon ex
84760234,nasuo445,0,1,208,Cynthia's Garchomp ex
84760234,Majkel1337,1,0,208,Dudunsparce
84760243,kami,0,1,176,Fezandipiti ex
84760243,nasuo445,1,0,176,Cynthia's Garchomp ex
84760244,zoroark190,0,1,93,Mega Kangaskhan ex
84760244,Akira-Ninth,1,0,93,Mega Lucario ex
84760253,kazuki0123,0,1,163,Marnie's Grimmsnarl ex
84760253,Rmy,1,0,163,Dudunsparce
84760254,Majkel1337,0,1,159,Bloodmoon Ursaluna
84760254,Kento Umeda,1,0,159,Dudunsparce
84760255,ZETADIVISION,0,1,97,Dragapult ex
84760255,bono,1,0,97,Mega Kangaskhan ex
84760326,LiamK,0,0,142,Cornerstone Mask Ogerpon ex
84760326,ZETADIVISION,1,1,142,Dragapult ex
84760507,kami,0,0,161,Fezandipiti ex
84760507,bono,1,1,161,Mega Kangaskhan ex
84760604,wally0593,0,1,108,Dudunsparce
84760604,zoroark190,1,0,108,Mega Kangaskhan ex
84760696,Sota Uchiyama,0,0,176,Marnie's Grimmsnarl ex
84760696,youtube.com/@BigBugginnings,1,1,176,Dragapult ex
84760770,Majkel1337,0,0,154,Dudunsparce
84760770,Yushin Ito,1,1,154,Marnie's Grimmsnarl ex
84760781,tonakaiiii,0,1,158,Marnie's Grimmsnarl ex
84760781,zoroark190,1,0,158,Mega Kangaskhan ex
84760782,nasuo445,0,0,165,Cynthia's Garchomp ex
84760782,ShumpeiNomura,1,1,165,Archaludon ex
84760784,Majkel1337,0,0,212,Bloodmoon Ursaluna
84760784,Yushin Ito,1,1,212,Marnie's Grimmsnarl ex
84760788,Majkel1337,0,0,239,Bloodmoon Ursaluna
84760788,THIRD PTCG Club,1,1,239,Marnie's Grimmsnarl ex
84760792,Rmy,0,1,96,Dudunsparce
84760792,ImANoob1122,1,0,96,Mega Lucario ex
84760827,zoroark190,0,1,123,Mega Kangaskhan ex
84760827,nasuo445,1,0,123,Cynthia's Garchomp ex
84760838,tw_shin,0,0,237,Marnie's Grimmsnarl ex
84760838,Dũng Đỗ,1,1,237,Mega Kangaskhan ex
84760853,bono,0,0,160,Mega Kangaskhan ex
84760853,WinDecks,1,1,160,Mega Starmie ex
84761166,nasuo445,0,0,145,Cynthia's Garchomp ex
84761166,Majkel1337,1,1,145,Dudunsparce
84761167,Yushin Ito,0,0,122,Marnie's Grimmsnarl ex
84761167,zoroark190,1,1,122,Mega Kangaskhan ex
84761177,bono,0,0,122,Mega Kangaskhan ex
84761177,kidekikish,1,1,122,Chandelure
84761200,Majkel1337,0,1,188,Bloodmoon Ursaluna
84761200,5.5,1,0,188,Alakazam
84761220,wally0593,0,0,317,Dudunsparce
84761220,ShumpeiNomura,1,1,317,Archaludon ex
84761255,Dũng Đỗ,0,1,151,Mega Kangaskhan ex
84761255,tonakaiiii,1,0,151,Marnie's Grimmsnarl ex
84761288,WinDecks,0,0,149,Mega Starmie ex
84761288,Sota Uchiyama,1,1,149,Marnie's Grimmsnarl ex
84761296,Sota Uchiyama,0,1,33,Marnie's Grimmsnarl ex
84761296,Moegi,1,0,33,Archaludon ex
84761351,btk15049,0,0,185,Cornerstone Mask Ogerpon ex
84761351,Rmy,1,1,185,Dudunsparce
84761576,Sota Uchiyama,0,0,86,Marnie's Grimmsnarl ex
84761576,Raihan Ramadistra,1,1,86,Mega Kangaskhan ex
84761736,Sota Uchiyama,0,1,222,Marnie's Grimmsnarl ex
84761736,wally0593,1,0,222,Dudunsparce
84761802,Akira-Ninth,0,0,156,Mega Lucario ex
84761802,Majkel1337,1,1,156,Dudunsparce
84761806,bono,0,1,114,Fezandipiti ex
84761806,Yushin Ito,1,0,114,Marnie's Grimmsnarl ex
84761808,zoroark190,0,1,163,Mega Kangaskhan ex
84761808,Rmy,1,0,163,Dudunsparce
84761809,nasuo445,0,0,233,Cynthia's Garchomp ex
84761809,trickstar,1,1,233,Fezandipiti ex
84761841,bono,0,1,156,Mega Kangaskhan ex
84761841,Dũng Đỗ,1,0,156,Mega Kangaskhan ex
84761847,Majkel1337,0,1,99,Bloodmoon Ursaluna
84761847,Gotem Penguin,1,0,99,Mega Froslass ex
84761848,ShumpeiNomura,0,1,67,Archaludon ex
84761848,Dũng Đỗ,1,0,67,Mega Kangaskhan ex
84762073,koga_poke,0,0,39,Yveltal
84762073,junlee789,1,1,39,Marnie's Grimmsnarl ex
84762238,5.5,0,0,158,Alakazam
84762238,Sota Uchiyama,1,1,158,Marnie's Grimmsnarl ex
84762298,zoroark190,0,1,172,Mega Kangaskhan ex
84762298,Majkel1337,1,0,172,Dudunsparce
84762305,Yushin Ito,0,0,203,Marnie's Grimmsnarl ex
84762305,Dũng Đỗ,1,1,203,Mega Kangaskhan ex
84762306,kuromoka,0,0,140,Cynthia's Garchomp ex
84762306,zoroark190,1,1,140,Mega Kangaskhan ex
84762315,Rmy,0,1,195,Dudunsparce
84762315,Sota Uchiyama,1,0,195,Marnie's Grimmsnarl ex
84762321,nasuo445,0,1,149,Cynthia's Garchomp ex
84762321,Raihan Ramadistra,1,0,149,Mega Kangaskhan ex
84762329,bono,0,1,31,Mega Kangaskhan ex
84762329,Yushin Ito,1,0,31,Marnie's Grimmsnarl ex
84762380,koga_poke,0,0,148,Yveltal
84762380,zoroark190,1,1,148,Mega Kangaskhan ex
84762560,junlee789,0,0,119,Marnie's Grimmsnarl ex
84762560,Bozo Boys,1,1,119,Alakazam
84762585,Majkel1337,0,1,36,Bloodmoon Ursaluna
84762585,Raihan Ramadistra,1,0,36,Mega Kangaskhan ex
84762745,genki toyama,0,1,195,Mega Lucario ex
84762745,Sota Uchiyama,1,0,195,Marnie's Grimmsnarl ex
84762798,Majkel1337,0,0,200,Dudunsparce
84762798,bono,1,1,200,Fezandipiti ex
84762803,zoroark190,0,0,171,Mega Kangaskhan ex
84762803,nasuo445,1,1,171,Cynthia's Garchomp ex
84762807,豆本豆豆包,0,0,60,Alakazam
84762807,Rmy,1,1,60,Dudunsparce
84762809,koga_poke,0,1,146,Yveltal
84762809,nasuo445,1,0,146,Cynthia's Garchomp ex
84762813,bono,0,1,129,Mega Kangaskhan ex
84762813,youtube.com/@BigBugginnings,1,0,129,Dragapult ex
84762817,lmaffei,0,1,207,Mega Lopunny ex
84762817,Yushin Ito,1,0,207,Marnie's Grimmsnarl ex
84762837,Majkel1337,0,1,99,Bloodmoon Ursaluna
84762837,senkin13,1,0,99,Dudunsparce
84762872,matsurih,0,1,128,Dudunsparce
84762872,kidekikish,1,0,128,Chandelure
84763230,Sota Uchiyama,0,1,162,Marnie's Grimmsnarl ex
84763230,bono,1,0,162,Fezandipiti ex
84763264,Sota Uchiyama,0,1,169,Marnie's Grimmsnarl ex
84763264,senkin13,1,0,169,Dudunsparce
84763300,Majkel1337,0,1,175,Dudunsparce
84763300,Sota Uchiyama,1,0,175,Marnie's Grimmsnarl ex
84763307,zoroark190,0,1,100,Mega Kangaskhan ex
84763307,btk15049,1,0,100,Cornerstone Mask Ogerpon ex
84763309,Star-mine,0,1,116,Chandelure
84763309,Rmy,1,0,116,Dudunsparce
84763317,youtube.com/@BigBugginnings,0,0,136,Dragapult ex
84763317,bono,1,1,136,Mega Kangaskhan ex
84763320,nasuo445,0,1,152,Cynthia's Garchomp ex
84763320,MtN,1,0,152,Cornerstone Mask Ogerpon ex
84763352,Yushin Ito,0,1,202,Marnie's Grimmsnarl ex
84763352,tonakaiiii,1,0,202,Marnie's Grimmsnarl ex
84763659,wally0593,0,0,92,Dudunsparce
84763659,Yushin Ito,1,1,92,Mega Starmie ex
84763763,THIRD PTCG Club,0,1,128,Fezandipiti ex
84763763,Sota Uchiyama,1,0,128,Marnie's Grimmsnarl ex
84763801,zoroark190,0,1,158,Mega Kangaskhan ex
84763801,Majkel1337,1,0,158,Dudunsparce
84763804,bono,0,0,99,Mega Kangaskhan ex
84763804,matsurih,1,1,99,Dudunsparce
84763807,koga_poke,0,1,186,Yveltal
84763807,zoroark190,1,0,186,Mega Kangaskhan ex
84763810,Rmy,0,0,213,Dudunsparce
84763810,kazuki0123,1,1,213,Marnie's Grimmsnarl ex
84763860,youtube.com/@BigBugginnings,0,1,151,Dragapult ex
84763860,Yushin Ito,1,0,151,Mega Starmie ex
84763865,junlee789,0,0,182,Marnie's Grimmsnarl ex
84763865,Yushin Ito,1,1,182,Marnie's Grimmsnarl ex
84764146,LiamK,0,0,108,Cornerstone Mask Ogerpon ex
84764146,Raihan Ramadistra,1,1,108,Mega Kangaskhan ex
84764297,Majkel1337,0,1,454,Dudunsparce
84764297,ShumpeiNomura,1,0,454,Archaludon ex
84764301,btk15049,0,0,193,Cornerstone Mask Ogerpon ex
84764301,zoroark190,1,1,193,Mega Kangaskhan ex
84764311,Majkel1337,0,0,160,Bloodmoon Ursaluna
84764311,Bozo Boys,1,1,160,Alakazam
84764328,Rmy,0,1,65,Dudunsparce
84764328,Dũng Đỗ,1,0,65,Mega Kangaskhan ex
84764340,Ajishio,0,0,116,Alakazam
84764340,Yushin Ito,1,1,116,Marnie's Grimmsnarl ex
84764365,WinDecks,0,1,47,Mega Starmie ex
84764365,THIRD PTCG Club,1,0,47,Fezandipiti ex
84764376,nasuo445,0,0,122,Cynthia's Garchomp ex
84764376,genki toyama,1,1,122,Mega Lucario ex
84764731,lmaffei,0,1,87,Mega Lopunny ex
84764731,Sota Uchiyama,1,0,87,Marnie's Grimmsnarl ex
84764780,zoroark190,0,1,126,Mega Kangaskhan ex
84764780,5.5,1,0,126,Alakazam
84764803,aaa,0,1,198,Fezandipiti ex
84764803,Rmy,1,0,198,Dudunsparce
84764829,Majkel1337,0,1,61,Bloodmoon Ursaluna
84764829,Yushin Ito,1,0,61,Mega Starmie ex
84764832,nasuo445,0,0,172,Cynthia's Garchomp ex
84764832,Yushin Ito,1,1,172,Marnie's Grimmsnarl ex
84764852,Bozo Boys,0,0,172,Alakazam
84764852,nasuo445,1,1,172,Cynthia's Garchomp ex
84765258,Majkel1337,0,1,133,Dudunsparce
84765258,zoroark190,1,0,133,Mega Kangaskhan ex
84765259,zoroark190,0,1,114,Mega Kangaskhan ex
84765259,Sota Uchiyama,1,0,114,Marnie's Grimmsnarl ex
84765295,Majkel1337,0,0,97,Bloodmoon Ursaluna
84765295,ShumpeiNomura,1,1,97,Archaludon ex
84765299,Yushin Ito,0,1,105,Marnie's Grimmsnarl ex
84765299,Bozo Boys,1,0,105,Alakazam
84765303,Rmy,0,0,198,Dudunsparce
84765303,tonakaiiii,1,1,198,Marnie's Grimmsnarl ex
84765316,tonakaiiii,0,1,137,Marnie's Grimmsnarl ex
84765316,Star-mine,1,0,137,Chandelure
84765340,bono,0,1,171,Mega Kangaskhan ex
84765340,THIRD PTCG Club,1,0,171,Marnie's Grimmsnarl ex
84765724,Yufeng,0,0,129,Archaludon ex
84765724,Majkel1337,1,1,129,Dudunsparce
84765734,zoroark190,0,0,88,Mega Kangaskhan ex
84765734,kawachi,1,1,88,Fezandipiti ex
84765735,Yushin Ito,0,1,125,Marnie's Grimmsnarl ex
84765735,tonakaiiii,1,0,125,Marnie's Grimmsnarl ex
84765782,matsurih,0,1,104,Dudunsparce
84765782,Sota Uchiyama,1,0,104,Marnie's Grimmsnarl ex
84765808,Akira-Ninth,0,1,186,Mega Lucario ex
84765808,youtube.com/@BigBugginnings,1,0,186,Dragapult ex
84765814,豆本豆豆包,0,1,25,Alakazam
84765814,bono,1,0,25,Mega Kangaskhan ex
84766238,Sota Uchiyama,0,0,161,Marnie's Grimmsnarl ex
84766238,nasuo445,1,1,161,Cynthia's Garchomp ex
84766242,Majkel1337,0,1,179,Dudunsparce
84766242,hoshippi,1,0,179,Marnie's Grimmsnarl ex
84766253,zoroark190,0,1,102,Mega Kangaskhan ex
84766253,Sota Uchiyama,1,0,102,Marnie's Grimmsnarl ex
84766291,渡邊征央,0,1,134,Marnie's Grimmsnarl ex
84766291,カドラバ Kadoraba,1,0,134,Fezandipiti ex
84766308,Rmy,0,0,135,Dudunsparce
84766308,LiamK,1,1,135,Teal Mask Ogerpon ex
84767219,aaa,0,1,222,Fezandipiti ex
84767219,Majkel1337,1,0,222,Dudunsparce
84767283,LiamK,0,0,76,Teal Mask Ogerpon ex
84767283,WinDecks,1,1,76,Mega Starmie ex
84767711,Majkel1337,0,0,205,Dudunsparce
84767711,Yushin Ito,1,1,205,Marnie's Grimmsnarl ex
84767717,Bozo Boys,0,1,132,Alakazam
84767717,zoroark190,1,0,132,Mega Kangaskhan ex
84767792,aaa,0,0,228,Fezandipiti ex
84767792,Majkel1337,1,1,228,Bloodmoon Ursaluna
84767797,matsurih,0,1,192,Dudunsparce
84767797,Majkel1337,1,0,192,Bloodmoon Ursaluna
84768205,Kohenyan,0,0,193,Alakazam
84768205,Majkel1337,1,1,193,Dudunsparce
84768212,koga_poke,0,1,167,Yveltal
84768212,zoroark190,1,0,167,Mega Kangaskhan ex
84768213,Yushin Ito,0,1,148,Marnie's Grimmsnarl ex
84768213,aaa,1,0,148,Fezandipiti ex
84768251,genki toyama,0,1,189,Mega Lucario ex
84768251,koga_poke,1,0,189,Yveltal
84768264,nasuo445,0,1,142,Cynthia's Garchomp ex
84768264,youtube.com/@BigBugginnings,1,0,142,Dragapult ex
84768265,tw_shin,0,1,240,Marnie's Grimmsnarl ex
84768265,kazuki0123,1,0,240,Marnie's Grimmsnarl ex
84768273,bono,0,1,134,Mega Kangaskhan ex
84768273,Oshbocker,1,0,134,Marnie's Grimmsnarl ex
84768708,Majkel1337,0,1,181,Dudunsparce
84768708,matsurih,1,0,181,Dudunsparce
84768713,Yushin Ito,0,0,157,Marnie's Grimmsnarl ex
84768713,Majkel1337,1,1,157,Dudunsparce
84768714,bono,0,1,153,Mega Kangaskhan ex
84768714,zoroark190,1,0,153,Mega Kangaskhan ex
84768768,Rmy,0,0,127,Dudunsparce
84768768,LiamK,1,1,127,Cornerstone Mask Ogerpon ex
84768782,junlee789,0,1,134,Marnie's Grimmsnarl ex
84768782,Yushin Ito,1,0,134,Mega Starmie ex
84768793,wally0593,0,0,149,Dudunsparce
84768793,LiamK,1,1,149,Cornerstone Mask Ogerpon ex
84768796,Rmy,0,1,134,Dudunsparce
84768796,nasuo445,1,0,134,Cynthia's Garchomp ex
84769210,Majkel1337,0,1,111,Dudunsparce
84769210,Akira-Ninth,1,0,111,Mega Lucario ex
84769219,Yushin Ito,0,0,143,Marnie's Grimmsnarl ex
84769219,zoroark190,1,1,143,Mega Kangaskhan ex
84769250,zoroark190,0,0,142,Mega Kangaskhan ex
84769250,Rmy,1,1,142,Dudunsparce
84769273,ShumpeiNomura,0,1,157,Archaludon ex
84769273,Sota Uchiyama,1,0,157,Marnie's Grimmsnarl ex
84769283,ごんさくよねきち,0,0,137,Marnie's Grimmsnarl ex
84769283,bono,1,1,137,Fezandipiti ex
84769289,bono,0,0,186,Mega Kangaskhan ex
84769289,youtube.com/@BigBugginnings,1,1,186,Dragapult ex
84769296,youtube.com/@BigBugginnings,0,1,169,Dragapult ex
84769296,matsurih,1,0,169,Dudunsparce
84769301,THIRD PTCG Club,0,1,113,Fezandipiti ex
84769301,LiamK,1,0,113,Cornerstone Mask Ogerpon ex
84769526,tonakaiiii,0,1,123,Marnie's Grimmsnarl ex
84769526,ojicat,1,0,123,Dragapult ex
84769720,youtube.com/@BigBugginnings,0,1,165,Dragapult ex
84769720,Majkel1337,1,0,165,Dudunsparce
84769729,Yushin Ito,0,1,104,Marnie's Grimmsnarl ex
84769729,koga_poke,1,0,104,Yveltal
84769808,kidekikish,0,1,145,Chandelure
84769808,nasuo445,1,0,145,Cynthia's Garchomp ex
84769810,zoroark190,0,0,119,Mega Kangaskhan ex
84769810,bono,1,1,119,Mega Kangaskhan ex
84770234,Majkel1337,0,0,87,Dudunsparce
84770234,WinDecks,1,1,87,Mega Starmie ex
84770284,bono,0,1,124,Mega Kangaskhan ex
84770284,kazuki0123,1,0,124,Marnie's Grimmsnarl ex
84770317,aaa,0,0,173,Fezandipiti ex
84770317,tonakaiiii,1,1,173,Marnie's Grimmsnarl ex
84770576,ojicat,0,1,57,Dragapult ex
84770576,カドラバ Kadoraba,1,0,57,Fezandipiti ex
84770653,kidekikish,0,1,98,Chandelure
84770653,Raihan Ramadistra,1,0,98,Mega Kangaskhan ex
84770761,Majkel1337,0,1,98,Dudunsparce
84770761,koga_poke,1,0,98,Yveltal
84770764,tonakaiiii,0,0,134,Marnie's Grimmsnarl ex
84770764,Yushin Ito,1,1,134,Marnie's Grimmsnarl ex
84770779,bono,0,0,156,Mega Kangaskhan ex
84770779,lmaffei,1,1,156,Mega Lopunny ex
84770794,Yigit Kayali,0,1,151,Dudunsparce
84770794,lmaffei,1,0,151,Mega Lopunny ex
84770817,Abhyuday,0,0,201,Dudunsparce
84770817,Rmy,1,1,201,Dudunsparce
84770829,youtube.com/@BigBugginnings,0,0,181,Dragapult ex
84770829,zoroark190,1,1,181,Mega Kangaskhan ex
84770840,WinDecks,0,0,113,Mega Starmie ex
84770840,Yushin Ito,1,1,113,Marnie's Grimmsnarl ex
84771149,LiamK,0,1,162,Cornerstone Mask Ogerpon ex
84771149,suwat513,1,0,162,Fezandipiti ex
84771284,aaa,0,1,207,Fezandipiti ex
84771284,wally0593,1,0,207,Dudunsparce
84771306,Majkel1337,0,1,139,Dudunsparce
84771306,zoroark190,1,0,139,Mega Kangaskhan ex
84771319,ShumpeiNomura,0,1,186,Archaludon ex
84771319,Yushin Ito,1,0,186,Marnie's Grimmsnarl ex
84771349,bono,0,0,197,Mega Kangaskhan ex
84771349,Moegi,1,1,197,Archaludon ex
84771350,ojicat,0,0,141,Dragapult ex
84771350,Rmy,1,1,141,Dudunsparce
84771361,kashiwashira,0,0,141,Team Rocket's Mewtwo ex
84771361,zoroark190,1,1,141,Mega Kangaskhan ex
84771393,Bozo Boys,0,1,112,Alakazam
84771393,koga_poke,1,0,112,Yveltal
84771396,trickstar,0,0,100,Fezandipiti ex
84771396,WinDecks,1,1,100,Mega Starmie ex
84771795,Majkel1337,0,1,208,Dudunsparce
84771795,豆本豆豆包,1,0,208,Alakazam
84771855,nasuo445,0,1,114,Cynthia's Garchomp ex
84771855,Akira-Ninth,1,0,114,Mega Lucario ex
84771856,bono,0,0,108,Mega Kangaskhan ex
84771856,Majkel1337,1,1,108,Bloodmoon Ursaluna
84771862,tonakaiiii,0,1,148,Marnie's Grimmsnarl ex
84771862,matsurih,1,0,148,Dudunsparce
84771880,Rmy,0,0,164,Dudunsparce
84771880,Sota Uchiyama,1,1,164,Marnie's Grimmsnarl ex
84772311,wally0593,0,1,101,Dudunsparce
84772311,THIRD PTCG Club,1,0,101,Fezandipiti ex
84772318,Majkel1337,0,1,109,Dudunsparce
84772318,btk15049,1,0,109,Cornerstone Mask Ogerpon ex
84772328,Star-mine,0,0,41,Chandelure
84772328,Yushin Ito,1,1,41,Marnie's Grimmsnarl ex
84772370,zoroark190,0,1,171,Mega Kangaskhan ex
84772370,Bozo Boys,1,0,171,Alakazam
84772371,LiamK,0,1,407,Cornerstone Mask Ogerpon ex
84772371,Rmy,1,0,407,Dudunsparce
84772386,ShumpeiNomura,0,1,125,Archaludon ex
84772386,tw_shin,1,0,125,Marnie's Grimmsnarl ex
84772399,bono,0,1,93,Fezandipiti ex
84772399,nasuo445,1,0,93,Cynthia's Garchomp ex
84772609,bono,0,1,161,Mega Kangaskhan ex
84772609,Ketchum Alt,1,0,161,Dudunsparce
84772680,lmaffei,0,1,175,Mega Lopunny ex
84772680,ojicat,1,0,175,Dragapult ex
84772832,ShumpeiNomura,0,1,236,Archaludon ex
84772832,Majkel1337,1,0,236,Dudunsparce
84772840,kazuki0123,0,0,237,Marnie's Grimmsnarl ex
84772840,Yushin Ito,1,1,237,Marnie's Grimmsnarl ex
84772860,zoroark190,0,1,141,Mega Kangaskhan ex
84772860,LiamK,1,0,141,Cornerstone Mask Ogerpon ex
84772898,lmaffei,0,0,150,Mega Lopunny ex
84772898,Rmy,1,1,150,Dudunsparce
84772916,Bozo Boys,0,1,101,Alakazam
84772916,bono,1,0,101,Mega Kangaskhan ex
84772917,aaa,0,1,170,Fezandipiti ex
84772917,bono,1,0,170,Fezandipiti ex
84773327,wally0593,0,1,42,Dudunsparce
84773327,zoroark190,1,0,42,Mega Kangaskhan ex
84773330,kazuki0123,0,0,113,Marnie's Grimmsnarl ex
84773330,Majkel1337,1,1,113,Dudunsparce
84773343,Yushin Ito,0,0,159,Marnie's Grimmsnarl ex
84773343,nasuo445,1,1,159,Cynthia's Garchomp ex
84773347,zoroark190,0,1,176,Mega Kangaskhan ex
84773347,suwat513,1,0,176,Fezandipiti ex
84773404,aaa,0,0,204,Fezandipiti ex
84773404,Bozo Boys,1,1,204,Alakazam
84773424,koga_poke,0,0,87,Yveltal
84773424,Majkel1337,1,1,87,Bloodmoon Ursaluna
84773429,nasuo445,0,0,209,Cynthia's Garchomp ex
84773429,tonakaiiii,1,1,209,Marnie's Grimmsnarl ex
84773828,Majkel1337,0,1,115,Dudunsparce
84773828,tonakaiiii,1,0,115,Marnie's Grimmsnarl ex
84773840,tonakaiiii,0,1,179,Marnie's Grimmsnarl ex
84773840,Yushin Ito,1,0,179,Marnie's Grimmsnarl ex
84773857,zoroark190,0,0,157,Mega Kangaskhan ex
84773857,Ketchum Alt,1,1,157,Dudunsparce
84773895,kidekikish,0,0,103,Chandelure
84773895,Majkel1337,1,1,103,Bloodmoon Ursaluna
84773899,カドラバ Kadoraba,0,0,163,Fezandipiti ex
84773899,tonakaiiii,1,1,163,Marnie's Grimmsnarl ex
84773907,Rmy,0,1,171,Dudunsparce
84773907,Majkel1337,1,0,171,Bloodmoon Ursaluna
84773918,LiamK,0,1,56,Teal Mask Ogerpon ex
84773918,WinDecks,1,0,56,Mega Starmie ex
84773921,Yufeng,0,1,160,Archaludon ex
84773921,aaa,1,0,160,Fezandipiti ex
84774269,LiamK,0,1,167,Teal Mask Ogerpon ex
84774269,Raihan Ramadistra,1,0,167,Mega Kangaskhan ex
84774325,MPGaming,0,0,137,Mega Kangaskhan ex
84774325,Majkel1337,1,1,137,Dudunsparce
84774336,ShumpeiNomura,0,1,191,Archaludon ex
84774336,Yushin Ito,1,0,191,Marnie's Grimmsnarl ex
84774377,mitomeat823,0,1,99,Mega Lucario ex
84774377,zoroark190,1,0,99,Mega Kangaskhan ex
84774401,LiamK,0,1,145,Cornerstone Mask Ogerpon ex
84774401,Majkel1337,1,0,145,Bloodmoon Ursaluna
84774414,nasuo445,0,1,126,Cynthia's Garchomp ex
84774414,Sota Uchiyama,1,0,126,Marnie's Grimmsnarl ex
84774416,Sota Uchiyama,0,1,161,Marnie's Grimmsnarl ex
84774416,matsurih,1,0,161,Dudunsparce
84774418,bono,0,0,86,Mega Kangaskhan ex
84774418,trickstar,1,1,86,Fezandipiti ex
84774419,Rmy,0,0,214,Dudunsparce
84774419,Bozo Boys,1,1,214,Alakazam
84774425,Bozo Boys,0,1,197,Alakazam
84774425,Majkel1337,1,0,197,Bloodmoon Ursaluna
84774824,kidekikish,0,0,132,Chandelure
84774824,Majkel1337,1,1,132,Dudunsparce
84774838,Bozo Boys,0,0,107,Alakazam
84774838,Yushin Ito,1,1,107,Marnie's Grimmsnarl ex
84774855,zoroark190,0,1,133,Mega Kangaskhan ex
84774855,e-toppo,1,0,133,Fezandipiti ex
84774867,Star-mine,0,0,127,Chandelure
84774867,nasuo445,1,1,127,Cynthia's Garchomp ex
84774877,Raihan Ramadistra,0,0,121,Mega Kangaskhan ex
84774877,Bozo Boys,1,1,121,Alakazam
84774903,LiamK,0,1,268,Cornerstone Mask Ogerpon ex
84774903,Rmy,1,0,268,Dudunsparce
84774921,nasuo445,0,1,231,Cynthia's Garchomp ex
84774921,aaa,1,0,231,Fezandipiti ex
84774924,Abhyuday,0,1,228,Dudunsparce
84774924,Rmy,1,0,228,Dudunsparce
84774926,koga_poke,0,0,120,Yveltal
84774926,bono,1,1,120,Mega Kangaskhan ex
84775075,matsurih,0,0,127,Dudunsparce
84775075,rurumi,1,1,127,Archaludon ex
84775120,LiamK,0,0,151,Cornerstone Mask Ogerpon ex
84775120,Michael Long,1,1,151,Fezandipiti ex
84775323,渡邊征央,0,0,162,Marnie's Grimmsnarl ex
84775323,Majkel1337,1,1,162,Dudunsparce
84775335,koga_poke,0,0,136,Yveltal
84775335,Yushin Ito,1,1,136,Marnie's Grimmsnarl ex
84775344,Bozo Boys,0,1,138,Alakazam
84775344,genki toyama,1,0,138,Mega Lucario ex
84775356,zoroark190,0,1,153,Mega Kangaskhan ex
84775356,ezreal77,1,0,153,Archaludon ex
84775360,btk15049,0,0,132,Cornerstone Mask Ogerpon ex
84775360,nasuo445,1,1,132,Cynthia's Garchomp ex
84775378,Abhyuday,0,1,457,Dudunsparce
84775378,LiamK,1,0,457,Cornerstone Mask Ogerpon ex
84775383,bono,0,0,205,Mega Kangaskhan ex
84775383,youtube.com/@BigBugginnings,1,1,205,Dragapult ex
84775407,Majkel1337,0,1,132,Bloodmoon Ursaluna
84775407,WinDecks,1,0,132,Mega Starmie ex
84775421,matsurih,0,0,197,Dudunsparce
84775421,tonakaiiii,1,1,197,Marnie's Grimmsnarl ex
84775611,Michael Long,0,0,174,Fezandipiti ex
84775611,tw_shin,1,1,174,Marnie's Grimmsnarl ex
84775810,nasuo445,0,1,191,Cynthia's Garchomp ex
84775810,Majkel1337,1,0,191,Dudunsparce
84775830,zoroark190,0,0,114,Mega Kangaskhan ex
84775830,bono,1,1,114,Fezandipiti ex
84775831,nasuo445,0,0,20,Cynthia's Garchomp ex
84775831,やる気元気ミワハルキ,1,1,20,Mega Lucario ex
84775876,ShumpeiNomura,0,1,129,Archaludon ex
